,Postcode (single space),GEOWD18 code,Geographical Ward 2018 name,STATWD18 code,Statistical Ward 2018 name [Bestfit] ,LSOA11 code,LSOA11 local name,IMD2019 LSOA England Rank,IMD2019 England % Rank,IMD2019 England Deprivation Decile,IMD2019 LSOA Bristol Rank,IMD2019 Bristol Deprivation Decile
4750,BS2 8LX,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4751,BS2 8LY,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4752,BS2 8LZ,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4753,BS2 8NA,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4754,BS2 8NB,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4755,BS2 8ND,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4756,BS2 8NE,E05010895,Cotham,E05010895,Cotham,E01014539,Kingsdown Parade,21001,0.6394166362197052,7,194,8
4757,BS2 8NF,E05010892,Central,E05010892,Central,E01033342,St James Barton,12787,0.3893252953355255,4,138,6
4758,BS2 8NG,E05010895,Cotham,E05010892,Central,E01033367,Stokes Croft West,1223,0.03723663378394836,1,16,1
4759,BS2 8NL,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4760,BS2 8NN,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4761,BS2 8NQ,E05010892,Central,E05010892,Central,E01033342,St James Barton,12787,0.3893252953355255,4,138,6
4762,BS2 8NT,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4763,BS2 8NU,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4764,BS2 8NX,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4765,BS2 8NY,E05010892,Central,E05010892,Central,E01033342,St James Barton,12787,0.3893252953355255,4,138,6
4766,BS2 8NZ,E05010892,Central,E05010892,Central,E01033342,St James Barton,12787,0.3893252953355255,4,138,6
4767,BS2 8PD,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4768,BS2 8PE,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4769,BS2 8PH,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4770,BS2 8PN,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4771,BS2 8PS,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4772,BS2 8PY,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4773,BS2 8PZ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4774,BS2 8QA,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4775,BS2 8QD,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4776,BS2 8QE,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4777,BS2 8QF,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4778,BS2 8QH,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4779,BS2 8QJ,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4780,BS2 8QN,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4781,BS2 8QP,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4782,BS2 8QR,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4783,BS2 8QS,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4784,BS2 8QT,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4785,BS2 8QU,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4786,BS2 8QW,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4787,BS2 8QX,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4788,BS2 8QY,E05010885,Ashley,E05010892,Central,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4789,BS2 8QZ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4790,BS2 8RD,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4791,BS2 8RG,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4792,BS2 8RH,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4793,BS2 8RJ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4794,BS2 8RL,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4795,BS2 8RQ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4796,BS2 8RR,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4797,BS2 8RU,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4798,BS2 8RZ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4799,BS2 8SA,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4800,BS2 8SF,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4801,BS2 8SJ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4802,BS2 8SR,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4803,BS2 8ST,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4804,BS2 8TN,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4805,BS2 8TP,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4806,BS2 8TT,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4807,BS2 8TU,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4808,BS2 8TX,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4809,BS2 8TY,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4810,BS2 8UA,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4811,BS2 8UB,E05010885,Ashley,E05010885,Ashley,E01014489,Lower Montpelier,5787,0.17619656558275484,2,67,3
4812,BS2 8UD,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4813,BS2 8UE,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4814,BS2 8UF,E05010885,Ashley,E05010885,Ashley,E01014489,Lower Montpelier,5787,0.17619656558275484,2,67,3
4815,BS2 8UG,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4816,BS2 8UH,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4817,BS2 8UJ,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4818,BS2 8UL,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4819,BS2 8UN,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4820,BS2 8UQ,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4821,BS2 8UT,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4822,BS2 8UU,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4823,BS2 8UW,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4824,BS2 8UY,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4825,BS2 8XA,E05010885,Ashley,E05010885,Ashley,E01033348,St Pauls City Road,3323,0.10117525270977956,2,42,2
4826,BS2 8XD,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4827,BS2 8XE,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4828,BS2 8XF,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4829,BS2 8XG,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4830,BS2 8XH,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4831,BS2 8XJ,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4832,BS2 8XL,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4833,BS2 8XQ,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4834,BS2 8XS,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4835,BS2 8XT,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4836,BS2 8XU,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4837,BS2 8XW,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4838,BS2 8YA,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4839,BS2 8YB,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4840,BS2 8YG,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4841,BS2 8YH,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4842,BS2 8YJ,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4843,BS2 8YL,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4844,BS2 8YQ,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4845,BS2 9AB,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4846,BS2 9AD,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4847,BS2 9AE,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4848,BS2 9AF,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4849,BS2 9AG,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4850,BS2 9AN,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4851,BS2 9AP,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4852,BS2 9BB,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4853,BS2 9BY,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4854,BS2 9DA,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4855,BS2 9DB,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4856,BS2 9DG,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4857,BS2 9DP,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4858,BS2 9DQ,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4859,BS2 9DR,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4860,BS2 9DS,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4861,BS2 9DT,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4862,BS2 9DU,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4863,BS2 9DX,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4864,BS2 9DY,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4865,BS2 9EA,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4866,BS2 9EB,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4867,BS2 9ED,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4868,BS2 9EG,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4869,BS2 9EH,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4870,BS2 9EL,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4871,BS2 9EQ,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4872,BS2 9ER,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01033358,Cabot Circus,1501,0.04570088905127268,1,20,1
4873,BS2 9ES,E05010907,Lawrence Hill,E05010907,Lawrence Hill,E01014654,St Judes,1881,0.05727073438070881,1,27,1
4874,BS2 9HA,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4875,BS2 9HB,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4876,BS2 9HE,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4877,BS2 9HF,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4878,BS2 9HG,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4879,BS2 9HH,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4880,BS2 9HJ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4881,BS2 9HP,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4882,BS2 9HQ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4883,BS2 9HR,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4884,BS2 9HS,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4885,BS2 9HY,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4886,BS2 9HZ,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4887,BS2 9JA,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4888,BS2 9JD,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4889,BS2 9JE,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4890,BS2 9JF,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4891,BS2 9JG,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4892,BS2 9JH,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4893,BS2 9JJ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4894,BS2 9JL,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4895,BS2 9JN,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4896,BS2 9JP,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4897,BS2 9JQ,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4898,BS2 9JR,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4899,BS2 9JS,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4900,BS2 9JT,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4901,BS2 9JU,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4902,BS2 9JW,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4903,BS2 9JX,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4904,BS2 9JY,E05010885,Ashley,E05010885,Ashley,E01033366,St Pauls Grosvenor Road,2559,0.07791377420533431,1,34,2
4905,BS2 9JZ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4906,BS2 9LA,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4907,BS2 9LB,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4908,BS2 9LD,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4909,BS2 9LE,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4910,BS2 9LF,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4911,BS2 9LG,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4912,BS2 9LH,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4913,BS2 9LJ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4914,BS2 9LL,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4915,BS2 9LN,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4916,BS2 9LP,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4917,BS2 9LQ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4918,BS2 9LU,E05010885,Ashley,E05010885,Ashley,E01033347,St Pauls Portland Square,5434,0.16544878821093656,2,65,3
4919,BS2 9LW,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4920,BS2 9LX,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4921,BS2 9NH,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4922,BS2 9NP,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4923,BS2 9NS,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4924,BS2 9NT,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4925,BS2 9NU,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4926,BS2 9NX,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4927,BS2 9NY,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4928,BS2 9PG,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4929,BS2 9PZ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4930,BS2 9QA,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4931,BS2 9QD,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4932,BS2 9QE,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4933,BS2 9QJ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4934,BS2 9QL,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4935,BS2 9QN,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4936,BS2 9QP,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4937,BS2 9QR,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4938,BS2 9QS,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4939,BS2 9QW,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4940,BS2 9QX,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4941,BS2 9QY,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4942,BS2 9QZ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4943,BS2 9RA,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4944,BS2 9RE,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4945,BS2 9RF,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4946,BS2 9RG,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4947,BS2 9RH,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4948,BS2 9RJ,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4949,BS2 9RN,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4950,BS2 9RQ,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4951,BS2 9RR,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4952,BS2 9RS,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4953,BS2 9RT,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4954,BS2 9RU,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4955,BS2 9RW,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4956,BS2 9RX,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4957,BS2 9RY,E05010885,Ashley,E05010885,Ashley,E01014488,Upper Montpelier,11617,0.35370235050541954,4,129,5
4958,BS2 9SH,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4959,BS2 9TA,E05010885,Ashley,E05010885,Ashley,E01014486,St Agnes,3573,0.1087869930580928,2,45,2
4960,BS2 9TB,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4961,BS2 9TF,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4962,BS2 9TG,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4963,BS2 9TJ,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
4964,BS2 9TL,E05010885,Ashley,E05010885,Ashley,E01014485,Mina Road,12992,0.3955669224211424,4,140,6
